url-idx	Primary Wikipedia URL	title	url-localized	question	model_id	config_info	lang	output_text	output_tokens	output_logits
		David F. Sandberg	https://de.wikipedia.org/wiki/David_F._Sandberg	Welche Filme produzierte David Sandberg im Jahr 2014?	malteos/bloom-6b4-clp-german-oasst-v0.1		DE	"David Sandbergs Filme im Jahre 2014 waren ""The Amazing Spider-Man 2: Rise of Electro"" (2014), ""Die Tribute von Panem - Mockingjay Teil 2"" (""The Hunger Games: MOCKINGJAY - Part 2"", 2014), und ""Der Hobbit: Die Schlacht der fünf Heere"" ""(The Hobit: The Battle of the Five Armies"", 2015)."	"['David', 'ĠSand', 'bergs', 'ĠFilme', 'Ġim', 'ĠJahre', 'Ġ2014', 'Ġwaren', 'Ġ""', 'The', 'ĠAma', 'zing', 'ĠSpider', '-', 'Man', 'Ġ2', ':', 'ĠR', 'ise', 'Ġof', 'ĠElect', 'ro', '""', 'Ġ(', '2014', '),', 'Ġ""', 'Die', 'ĠTrib', 'ute', 'Ġvon', 'ĠPan', 'em', 'Ġ-', 'ĠM', 'ock', 'ing', 'j', 'ay', 'ĠTeil', 'Ġ2', '""', 'Ġ(""', 'The', 'ĠHunger', 'ĠGames', ':', 'ĠM', 'OCK', 'ING', 'J', 'AY', 'Ġ-', 'ĠPart', 'Ġ2', '"",', 'Ġ2014', '),', 'Ġund', 'Ġ""', 'Der', 'ĠHob', 'bit', ':', 'ĠDie', 'ĠSchlacht', 'Ġ', 'd', 'e', 'r', 'ĠfÃ¼nf', 'ĠHe', 'ere', '""', 'Ġ""', '(', 'The', 'ĠHob', 'it', ':', 'ĠThe', 'ĠBattle', 'Ġof', 'Ġthe', 'ĠFive', 'ĠArm', 'ies', '"",', 'Ġ2015', ').', '<|endoftext|>']"	[116.69575500488281, 106.01085662841797, 103.56005859375, 112.46449279785156, 117.80931091308594, 118.62732696533203, 120.51316833496094, 116.5403060913086, 98.91185760498047, 78.14701843261719, 73.77468872070312, 81.38264465332031, 115.84070587158203, 95.47085571289062, 108.44845581054688, 109.19436645507812, 83.62867736816406, 51.261314392089844, 99.92349243164062, 66.0765380859375, 61.593597412109375, 117.5791015625, 126.21142578125, 89.62625122070312, 116.87467956542969, 119.74419403076172, 85.69406127929688, 77.02618408203125, 93.66860961914062, 116.3524169921875, 100.56558990478516, 94.6639404296875, 98.42756652832031, 83.81996154785156, 63.12887954711914, 91.20695495605469, 93.77345275878906, 88.69935607910156, 102.38623046875, 122.43836212158203, 126.38229370117188, 131.78060913085938, 85.37727355957031, 65.55343627929688, 91.60842895507812, 98.83428955078125, 54.300045013427734, 70.26374816894531, 93.5877456665039, 91.43055725097656, 63.63569641113281, 79.85973358154297, 79.96463012695312, 112.25775146484375, 120.98455810546875, 111.86271667480469, 123.56436920166016, 121.68069458007812, 125.76496124267578, 87.51406860351562, 70.59136962890625, 84.76315307617188, 103.26458740234375, 90.76838684082031, 83.84463500976562, 108.1587142944336, 128.42800903320312, 129.3680419921875, 127.55349731445312, 86.47466278076172, 90.80482482910156, 92.42914581298828, 118.34606170654297, 131.44606018066406, 110.31535339355469, 90.187744140625, 70.8623046875, 77.68304443359375, 106.85447692871094, 76.48774719238281, 72.500244140625, 112.1704330444336, 90.8637924194336, 81.83635711669922, 74.26505279541016, 103.94501495361328, 117.12184143066406, 112.91757202148438, 125.83061218261719, 119.40110778808594, 78.9608383178711]
	https://en.wikipedia.org/wiki/Mouthier-Haute-Pierre	Mouthier-Haute-Pierre	https://de.wikipedia.org/wiki/Mouthier-Haute-Pierre	Wann wurde das Benediktinerklosters Saint-Pierre de la Haute-Pierre gegründet?	TheBloke/SauerkrautLM-7B-v1-GGUF		DE	"

Die Kirche Saint-Pierre de la Haute-Pierre wurde im Jahr 1875 erbaut. Das Kloster selbst wurde jedoch erst im Jahr 1902 gegründet."	['', ' ', '\n', '\n', 'Die', ' Kirche', ' Saint', '-', 'Pierre', ' de', ' la', ' Ha', 'ute', '-', 'Pierre', ' wurde', ' im', ' Jahr', ' ', '1', '8', '7', '5', ' er', 'baut', '.', ' Das', ' Kloster', ' selbst', ' wurde', ' jedoch', ' erst', ' im', ' Jahr', ' ', '1', '9', '0', '2', ' gegründet', '.']	[13, 13, 16334, 11939, 4107, 29899, 19621, 316, 425, 5952, 1082, 29899, 19621, 1931, 527, 3866, 29871, 29896, 29947, 29955, 29945, 604, 26312, 29889, 3713, 25916, 12526, 1931, 9901, 9284, 527, 3866, 29871, 29896, 29929, 29900, 29906, 24451, 29889, 2]
		Cilleruelo de San Mamés	https://de.wikipedia.org/wiki/Cilleruelo_de_San_Mamés	In welcher Provinz liegt die spanische Gemeinde Cilleruelo de San Mamés?	malteos/bloom-6b4-clp-german-oasst-v0.1		DE	"
Die spanische Provinz heißt Álava."	['Ċ', 'Die', 'Ġspanische', 'ĠProvinz', 'ĠheiÃŁt', 'ĠÃ', 'ģ', 'lava', '.', '<|endoftext|>']	[117.51010131835938, 106.93199157714844, 120.19598388671875, 104.4331283569336, 100.12354278564453, 1.231724739074707, 39.90492248535156, 111.8892593383789, 118.18865203857422, 84.83778381347656]
		Helsingin Jalkapalloklubi	https://de.wikipedia.org/wiki/HJK_Helsinki	Zu welchem Verein wechselte Dawda Bah im Jahr 2011?	occiglot/occiglot-7b-de-en-instruct		DE	"Dawda Bah wechselt im Jahre 1998 zum Verein Borussia Dortmund.
<|im_end|>  
"	['D', 'aw', 'da', '▁B', 'ah', '▁we', 'chs', 'elt', '▁im', '▁Jahre', '▁', '1', '9', '9', '8', '▁zum', '▁Verein', '▁Bor', 'ussia', '▁Dort', 'mund', '.', '<0x0A>', '<|im_end|>', '▁▁', '<0x0A>', '</s>']	[3.649754524230957, 7.666459083557129, -0.9664968848228455, 3.7423410415649414, 1.845231294631958, 2.6566686630249023, -4.675424575805664, 4.878539085388184, 9.168819427490234, 6.984868049621582, 5.828954696655273, 11.437092781066895, 18.349437713623047, 16.724590301513672, 6.444469928741455, 4.267242431640625, 7.163254737854004, 9.600310325622559, 0.34826573729515076, 4.340084075927734, 3.5542261600494385, 4.499349594116211, 16.66675567626953, 3.4922780990600586, 3.480776309967041, 12.874943733215332, 11.01183032989502]
		Gampel-Bratsch	https://de.wikipedia.org/wiki/Gampel-Bratsch	"Welchen Preis gewann der Dokumentarfilm ""Bratsch – Ein Dorf macht Schule""?"	malteos/bloom-6b4-clp-german-oasst-v0.1		DE	"
Der Film ""
Brats
– Ein 
Dorf macht  Schule"" gewann den Publikumspreis beim  Internationalen  Dokumentarfilmfestival  München  2019."	"['Ċ', 'Der', 'ĠFilm', 'Ġ""', 'Ċ', 'B', 'rats', 'Ċ', 'âĢĵ', 'ĠEin', 'Ġ', 'Ċ', 'Dorf', 'Ġmacht', 'Ġ', 'ĠSchule', '""', 'Ġgewann', 'Ġden', 'ĠPublikum', 'spreis', 'Ġbeim', 'Ġ', 'ĠInternationalen', 'Ġ', 'ĠDokumentarfilm', 'festival', 'Ġ', 'ĠMÃ¼nchen', 'Ġ', 'Ġ2019', '.', '<|endoftext|>']"	[119.1575927734375, 105.40325927734375, 115.07069396972656, 113.09207153320312, 129.75149536132812, 102.0044937133789, 99.64070892333984, 124.01472473144531, 120.3997802734375, 119.8453369140625, 119.2729263305664, 112.70661926269531, 112.52395629882812, 120.77457427978516, 123.60741424560547, 122.5824966430664, 123.22063446044922, 120.69085693359375, 101.85460662841797, 93.98819732666016, 116.70805358886719, 101.0869369506836, 113.45787811279297, 96.18438720703125, 105.11225891113281, 107.1031494140625, 99.90054321289062, 105.24759674072266, 122.12307739257812, 121.69645690917969, 126.68440246582031, 120.19073486328125, 90.29060363769531]
	https://en.wikipedia.org/wiki/Pet_store	Pet store	https://de.wikipedia.org/wiki/Zoofachgeschäft	Wie viele Zoofachgeschäfte gab es 2020 in Deutschland?	TheBloke/SauerkrautLM-7B-v1-GGUF		DE	"

Die Anzahl der Zoofachgeschäfte in Deutschland variiert je nach Quelle. Eine Studie des Bundesverbands Deutscher Tierärzte (BDT) aus dem Jahr 2019 zählte etwa 3.500 Tierkliniken und Tierschutzvereine im Land. Es ist jedoch wichtig anzumerken, dass nicht alle dieser Einrichtungen als Zoofachgeschäfte betrachtet werden können, da sie auch andere Funktionen haben können.

Es gibt keine aktuellen Informationen über die genaue Anzahl der Zoofachgeschäfte in Deutschland. Es ist ratsam, sich an lokale Quellen oder Branchenverbände zu wenden, um diese Informationen zu erhalten."	['', ' ', '\n', '\n', 'Die', ' An', 'zahl', ' der', ' Zo', 'of', 'ach', 'gesch', 'ä', 'fte', ' in', ' Deutschland', ' vari', 'iert', ' je', ' nach', ' Qu', 'elle', '.', ' Eine', ' Stud', 'ie', ' des', ' Bundes', 'verb', 'ands', ' Deutsch', 'er', ' Tier', 'är', 'zte', ' (', 'B', 'DT', ')', ' aus', ' dem', ' Jahr', ' ', '2', '0', '1', '9', ' z', 'ähl', 'te', ' etwa', ' ', '3', '.', '5', '0', '0', ' Tier', 'k', 'lin', 'iken', ' und', ' T', 'iers', 'ch', 'utz', 'vere', 'ine', ' im', ' Land', '.', ' Es', ' ist', ' jedoch', ' wicht', 'ig', ' an', 'z', 'umer', 'ken', ',', ' dass', ' nicht', ' alle', ' dieser', ' Ein', 'richt', 'ungen', ' als', ' Zo', 'of', 'ach', 'gesch', 'ä', 'fte', ' bet', 'racht', 'et', ' werden', ' können', ',', ' da', ' sie', ' auch', ' andere', ' Fun', 'ktionen', ' haben', ' können', '.', '\n', '\n', 'Es', ' gibt', ' keine', ' akt', 'u', 'ellen', ' Information', 'en', ' über', ' die', ' g', 'ena', 'ue', ' An', 'zahl', ' der', ' Zo', 'of', 'ach', 'gesch', 'ä', 'fte', ' in', ' Deutschland', '.', ' Es', ' ist', ' r', 'ats', 'am', ',', ' sich', ' an', ' lok', 'ale', ' Quellen', ' oder', ' Bran', 'chen', 'verb', 'ände', ' zu', ' w', 'enden', ',', ' um', ' diese', ' Information', 'en', ' zu', ' erhalten', '.']	[13, 13, 16334, 530, 17301, 589, 17421, 974, 496, 7754, 29986, 11927, 297, 10450, 1197, 3722, 1444, 2644, 751, 1808, 29889, 11281, 5088, 347, 553, 8457, 18248, 4167, 4493, 261, 29088, 1215, 8832, 313, 29933, 12972, 29897, 1770, 1261, 3866, 29871, 29906, 29900, 29896, 29929, 503, 15275, 371, 10218, 29871, 29941, 29889, 29945, 29900, 29900, 29088, 29895, 1915, 14004, 563, 323, 4285, 305, 7427, 9359, 457, 527, 3172, 29889, 3423, 1752, 9901, 21393, 335, 385, 29920, 4680, 1717, 29892, 5511, 3072, 4788, 8039, 2694, 10220, 2469, 1620, 17421, 974, 496, 7754, 29986, 11927, 1010, 14493, 300, 3678, 12238, 29892, 1146, 2686, 2907, 9900, 13811, 23668, 10290, 12238, 29889, 13, 13, 14190, 13456, 13945, 11305, 29884, 4919, 10343, 264, 2939, 762, 330, 2386, 434, 530, 17301, 589, 17421, 974, 496, 7754, 29986, 11927, 297, 10450, 29889, 3423, 1752, 364, 1446, 314, 29892, 2160, 385, 25194, 744, 25573, 4461, 20500, 2724, 18248, 14362, 1729, 281, 2162, 29892, 1922, 10009, 10343, 264, 1729, 20732, 29889, 2]
		Tilia dasystyla	https://de.wikipedia.org/wiki/Kaukasische_Linde	Zu welcher Familie gehört die Kaukasische Linde?	malteos/bloom-6b4-clp-german-oasst-v0.1		DE	Die Kaukaische Lilie gehört zur Familie der Malvengewächse.	['Die', 'ĠKau', 'ka', 'ische', 'ĠL', 'ilie', 'ĠgehÃ¶rt', 'Ġzur', 'ĠFamilie', 'Ġ', 'd', 'e', 'r', 'ĠMal', 'ven', 'gew', 'Ã¤chse', '.', '<|endoftext|>']	[108.03111267089844, 87.50840759277344, 96.85615539550781, 110.19625854492188, 89.51942443847656, 113.85296630859375, 118.31338500976562, 106.22940826416016, 110.22163391113281, 122.34022521972656, 129.0169677734375, 128.9224090576172, 78.20343017578125, 76.92327880859375, 108.03764343261719, 76.37860107421875, 110.95686340332031, 117.22653198242188, 85.6810073852539]
		White-winged chough	https://de.wikipedia.org/wiki/Drosselkrähe	Wie viel wiegt eine Drosselkrähe?	malteos/bloom-6b4-clp-german-oasst-v0.1		DE	Die Drosseln wiegen zwischen 200 und 300 Gramm.	['Die', 'ĠDro', 's', 'seln', 'Ġwiegen', 'Ġzwischen', 'Ġ200', 'Ġund', 'Ġ300', 'ĠGramm', '.', '<|endoftext|>']	[103.537353515625, 92.48623657226562, 80.30115509033203, 111.16838073730469, 118.57138061523438, 119.26557922363281, 117.19621276855469, 112.41139221191406, 109.70929718017578, 123.90962219238281, 117.71940612792969, 80.3597412109375]
	https://en.wikipedia.org/wiki/Input%E2%80%93output_memory_management_unit	Input–output memory management unit	https://de.wikipedia.org/wiki/IOMMU	Wofür steht die Abkürzung IOMMU?	TheBloke/SauerkrautLM-7B-v1-GGUF		DE	"
Ist das eine Abkürzung für ""Internationale Organisation der Migranten""?"	"['', ' ', '\n', 'I', 'st', ' das', ' eine', ' Ab', 'k', 'ür', 'zung', ' für', ' ""', 'Intern', 'ationale', ' Organisation', ' der', ' M', 'igr', 'anten', '""?']"	[13, 29902, 303, 1697, 2128, 1976, 29895, 1276, 16857, 1865, 376, 17579, 11464, 25783, 589, 341, 4481, 10204, 8652, 2]
		FC Zhenis	https://de.wikipedia.org/wiki/FK_Astana-1964	Gegen welchen Verein gewann der kasachische Verein FK Astana-1964 seinen zweiten Pokalsieg?	occiglot/occiglot-7b-de-en-instruct		DE	"Der kazachischen Verein FC Astna-69 gewann seinen 2. Pokal gegen den FC Taraz.
<|im_end|>  
"	['Der', '▁k', 'az', 'ach', 'ischen', '▁Verein', '▁FC', '▁Ast', 'na', '-', '6', '9', '▁gewann', '▁seinen', '▁', '2', '.', '▁Pok', 'al', '▁gegen', '▁den', '▁FC', '▁Tar', 'az', '.', '<0x0A>', '<|im_end|>', '▁▁', '<0x0A>', '</s>']	[0.43059834837913513, 5.870492458343506, 10.354412078857422, 4.2446746826171875, 5.528955459594727, 6.803485870361328, 4.814143180847168, 2.869607925415039, 7.343808174133301, 4.31122350692749, 11.305181503295898, 9.692378997802734, 6.250917434692383, 9.652894020080566, 4.769680500030518, 10.901586532592773, 4.1540327072143555, 4.735164165496826, 5.604358673095703, 4.027763843536377, 5.770837306976318, 5.492814064025879, 2.160646438598633, 3.7564077377319336, 4.629705429077148, 16.038938522338867, 4.990208625793457, 3.5082876682281494, 12.937148094177246, 10.866222381591797]
		Herpy-l'Arlésienne	https://de.wikipedia.org/wiki/Herpy-l’Arlésienne	Welcher Fluss grenzt im Süden an Herpy-l’Arlésienne?	malteos/bloom-6b4-clp-german-oasst-v0.1		DE	"
Der Fluss, der im Südwesten an die Stadt Herbey les Arlesiens grenzt, ist die Rhone."	['Ċ', 'Der', 'ĠFluss', ',', 'Ġ', 'd', 'e', 'r', 'Ġim', 'ĠSÃ¼dwesten', 'Ġan', 'Ġdie', 'ĠStadt', 'ĠHer', 'be', 'y', 'Ġles', 'ĠAr', 'les', 'iens', 'Ġgrenzt', ',', 'Ġist', 'Ġdie', 'ĠR', 'hone', '.', '<|endoftext|>']	[120.90373229980469, 103.48609924316406, 108.31759643554688, 123.11744689941406, 123.84186553955078, 128.80859375, 129.86129760742188, 120.18130493164062, 120.91461944580078, 120.25941467285156, 123.13555908203125, 111.16748809814453, 115.51016235351562, 85.56538391113281, 91.57178497314453, 115.81958770751953, 95.44476318359375, 82.2538833618164, 113.04950714111328, 119.27252197265625, 126.60285949707031, 121.25613403320312, 118.59049987792969, 103.44405364990234, 71.90938568115234, 115.49111938476562, 122.21415710449219, 90.75299835205078]
		Petra van Staveren	https://de.wikipedia.org/wiki/Petra_van_Staveren	Wer gewann die 100m Brust der Damen bei den Olympischen Spielen 1984?	malteos/bloom-6b4-clp-german-oasst-v0.1		DE	"
Die 100 Meter Brust gewann bei Olympia 1984 die US-Amerikanerin Barbara Frale."	['Ċ', 'Die', 'Ġ100', 'ĠMeter', 'ĠBrust', 'Ġgewann', 'Ġbei', 'ĠOlympia', 'Ġ1984', 'Ġdie', 'ĠUS', '-', 'Amer', 'ik', 'anerin', 'ĠBarbara', 'ĠF', 'rale', '.', '<|endoftext|>']	[105.2022933959961, 101.36564636230469, 118.88374328613281, 115.38983917236328, 109.4744873046875, 94.96652221679688, 124.7550277709961, 114.63502502441406, 106.62965393066406, 103.89988708496094, 120.34268188476562, 72.29495239257812, 58.72074890136719, 94.865478515625, 81.77476501464844, 51.48640441894531, 49.763572692871094, 106.72354125976562, 114.12112426757812, 84.45669555664062]
		Paul Egede	https://de.wikipedia.org/wiki/Poul_Egede	Wie heisst der älteste Sohn von Hans Egede?	malteos/bloom-6b4-clp-german-oasst-v0.1		DE	"
Der älteste von drei Söhnen von Egedes Vater Hans war Egesaker."	['Ċ', 'Der', 'ĠÃ¤lteste', 'Ġvon', 'Ġdrei', 'ĠSÃ¶hnen', 'Ġvon', 'ĠE', 'ge', 'des', 'ĠVater', 'ĠHans', 'Ġwar', 'ĠE', 'ges', 'aker', '.', '<|endoftext|>']	[120.10543060302734, 110.37352752685547, 120.24653625488281, 121.5477523803711, 110.2310562133789, 115.74014282226562, 119.49583435058594, 98.76828002929688, 107.1729736328125, 105.78579711914062, 117.54342651367188, 119.70634460449219, 111.48889923095703, 90.54773712158203, 97.10821533203125, 114.51895904541016, 117.17987060546875, 88.24063873291016]
	https://en.wikipedia.org/wiki/Carl_L%C3%B6wenhielm	Carl Löwenhielm	https://de.wikipedia.org/wiki/Carl_Axel_Löwenhielm	In welcher Zeit war Carl Axel Löwenhielm in Sankt Petersburg?	TheBloke/SauerkrautLM-7B-v1-GGUF		DE	"

Carl Axel Löwenhielm war von 1809 bis 1826 in Sankt Petersburg."	['', ' ', '\n', '\n', 'Car', 'l', ' Ax', 'el', ' Lö', 'wen', 'h', 'iel', 'm', ' war', ' von', ' ', '1', '8', '0', '9', ' bis', ' ', '1', '8', '2', '6', ' in', ' Sank', 't', ' Petersburg', '.']	[13, 13, 8179, 29880, 22523, 295, 26164, 15556, 29882, 709, 29885, 1370, 1005, 29871, 29896, 29947, 29900, 29929, 2652, 29871, 29896, 29947, 29906, 29953, 297, 28912, 29873, 29675, 29889, 2]
	https://en.wikipedia.org/wiki/H%C3%BCffelsheim	Hüffelsheim	https://de.wikipedia.org/wiki/Hüffelsheim	Wie alt ist Hüffelsheim?	TheBloke/SauerkrautLM-7B-v1-GGUF		DE	"

Hüffelsheim ist 120 Jahre alt."	['', ' ', '\n', '\n', 'H', 'ü', 'ff', 'els', 'heim', ' ist', ' ', '1', '2', '0', ' Jahre', ' alt', '.']	[13, 13, 29950, 29993, 600, 1379, 6391, 1752, 29871, 29896, 29906, 29900, 7095, 5272, 29889, 2]
		Western oriole	https://de.wikipedia.org/wiki/Dschungelpirol	Wovon ernährt sich ein Dschungelpirol?	malteos/bloom-6b4-clp-german-oasst-v0.1		DE	Dschungelpirole ernähren sich hauptsächlich von Insekten, aber auch von kleinen Wirbeltieren wie Fröschen und Eidechsen.	['D', 'schungel', 'p', 'ir', 'ole', 'ĠernÃ¤hren', 'Ġsich', 'ĠhauptsÃ¤chlich', 'Ġvon', 'ĠInsekten', ',', 'Ġaber', 'Ġauch', 'Ġvon', 'Ġkleinen', 'ĠWir', 'belt', 'ieren', 'Ġwie', 'ĠFrÃ¶', 'schen', 'Ġund', 'ĠE', 'ide', 'chsen', '.', '<|endoftext|>']	[99.61539459228516, 101.04911804199219, 56.827903747558594, 73.68506622314453, 106.67254638671875, 123.38802337646484, 114.29115295410156, 113.55340576171875, 90.01190185546875, 116.04498291015625, 95.05450439453125, 111.70805358886719, 102.51300048828125, 91.9508285522461, 88.3203125, 75.63948059082031, 63.952701568603516, 118.79689025878906, 88.20320892333984, 59.15244674682617, 117.57107543945312, 89.37989044189453, 54.623348236083984, 64.24044799804688, 111.83382415771484, 108.78385925292969, 78.59715270996094]
		White Collar (TV series)	https://de.wikipedia.org/wiki/White_Collar_(Fernsehserie)	"In welchem deutschen Fernsehkanal wurde die amerikanische Serie ""White Collar"" ausgestrahlt?"	occiglot/occiglot-7b-de-en-instruct		DE	"Die amerikansiche Serie White Coller wurde auf dem deutschen Sender VOX ausgetrahllt.
<|im_end|>  
"	['Die', '▁amer', 'ik', 'ans', 'iche', '▁Serie', '▁White', '▁Coll', 'er', '▁wurde', '▁auf', '▁dem', '▁deutschen', '▁S', 'ender', '▁V', 'O', 'X', '▁aus', 'get', 'rah', 'll', 't', '.', '<0x0A>', '<|im_end|>', '▁▁', '<0x0A>', '</s>']	[-0.07089197635650635, 3.675973415374756, 6.803648948669434, 7.121657848358154, 1.8424042463302612, 5.1142473220825195, 6.924564838409424, 2.621753215789795, 9.375572204589844, 6.937133312225342, 6.930482387542725, 8.420001029968262, 9.14773178100586, 2.855459451675415, -2.273899555206299, 2.5358238220214844, 2.1668872833251953, 2.8091888427734375, 7.699594497680664, 6.341074466705322, 3.705890417098999, 13.015337944030762, 6.921360492706299, 4.237913608551025, 15.339120864868164, 4.248348236083984, 2.8643338680267334, 12.944291114807129, 10.641586303710938]
