url-idx	Primary Wikipedia URL	title	url-localized	question	model_id	config_info	lang	output_text	output_tokens	output_logits
56.0	https://zh.wikipedia.org/wiki/%E5%8A%9B	力	https://hi.wikipedia.org/wiki/%E0%A4%AC%E0%A4%B2_(%E0%A4%AD%E0%A5%8C%E0%A4%A4%E0%A4%BF%E0%A4%95%E0%A5%80)	गुरुत्वाकर्षण न्यूटन के किस गति के नियम पर आधारित है ?	sarvamai/OpenHathi-7B-Hi-v0.1-Base	hindi-OpenHathi-7B-Hi-v0.1-Base-annotation.k50_p0.95_t0.2.jsonl	hi	गुरुत्वाकर्षण न्यूटन के किस गति के नियम पर आधारित है ? Answer: --- गुरुत्वाकर्षक न्यूटोनियन यांत्रिकी पर निर्भर करता है, जो न्यूट्रॉन के गति नियमों पर भी आधारित हैं।	['Answer', ':', '<0x0A>', '---', '<0x0A>', 'गुरु', 'त्व', 'ाकर', '्', 'ष', 'क', '▁न्यू', 'टो', 'नि', 'यन', '▁यांत्रिक', 'ी', '▁पर', '▁निर्भर', '▁करता', '▁है', ',', '▁जो', '▁न्यू', 'ट्रॉ', 'न', '▁के', '▁गति', '▁नियमों', '▁पर', '▁भी', '▁आधारित', '▁हैं', '।', '</s>']	[5.529355049133301, 6.975627422332764, 13.479621887207031, 9.20682144165039, 5.80765438079834, 4.956850051879883, 11.157400131225586, 3.9736275672912598, 7.609376907348633, 1.4392892122268677, 6.229719161987305, 8.854523658752441, 6.539085388183594, 10.662748336791992, 2.5505733489990234, 8.441190719604492, 3.0746383666992188, 6.058802604675293, 4.3859333992004395, 9.35860824584961, 6.367681503295898, 5.676969528198242, 8.025877952575684, 6.248387336730957, 12.002374649047852, 6.246173858642578, 9.161169052124023, 6.984368324279785, 6.196193695068359, 6.796524524688721, 7.661613464355469, 6.92051887512207, 7.279139518737793, 3.159078598022461, 11.53917407989502]
273.0	https://zh.wikipedia.org/wiki/%E5%8D%A1%E9%BD%90%E7%BA%B3%E5%B7%9E	卡齐纳州	https://hi.wikipedia.org/wiki/%E0%A4%95%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%B8%E0%A4%BF%E0%A4%A8%E0%A4%BE_%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A5%8D%E0%A4%AF	कात्सिना राज्य में पुरे कितने उपविभाग है?	nickmalhotra/ProjectIndus	hindi-ProjectIndus.k50_p0.95_t0.3.jsonl	hi	कात्सिना राज्य में पुरे कोई उपविभाग नहीं है।	['क', 'ात्', 'सि', 'ना▁', 'राज्य▁में▁', 'पुर', 'े', '▁कोई▁', 'उप', 'विभाग▁', 'नहीं▁है।', '</s>']	[13.39397144317627, 22.572147369384766, 23.94105339050293, 22.591922760009766, 17.102346420288086, 14.556191444396973, 15.87785530090332, 12.848883628845215, 18.143957138061523, 21.980262756347656, 16.587671279907227, 18.407142639160156]
313.0	https://sv.wikipedia.org/wiki/Microsoft_Edge	Microsoft Edge	https://hi.wikipedia.org/wiki/%E0%A4%8F%E0%A4%9C	माइक्रोसॉफ्ट एज ब्राउजर का पहला संस्करण कितने साल पहले आया था ?	nickmalhotra/ProjectIndus	hindi-ProjectIndus.k50_p0.95_t0.3.jsonl	hi	माइक्रोसॉफ्ट एज ब्राउजर का पहला संस्करण १९९९ में आया था।	['माइक्रोसॉफ्ट▁', 'एज▁', 'ब्राउ', 'जर', '▁का▁पहला▁', 'संस्करण▁', '१९९', '९▁में▁', 'आया▁', 'था।', '</s>']	[14.977842330932617, 19.84379768371582, 17.293386459350586, 22.67963409423828, 20.99527359008789, 20.51736068725586, 14.886096000671387, 18.562854766845703, 15.50014877319336, 19.032981872558594, 19.028596878051758]
316.0	https://en.wikipedia.org/wiki/Alborz_province	Alborz province	https://hi.wikipedia.org/wiki/%E0%A4%85%E0%A4%B2%E0%A5%8D%E0%A4%AC%E0%A5%8B%E0%A4%B0%E0%A5%8D%E0%A4%9C%E0%A4%BC_%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%82%E0%A4%A4	अल्बोर्ज़ प्रांत में कितने उपविभाग है ?	nickmalhotra/ProjectIndus	hindi-ProjectIndus.k50_p0.90_t0.1.jsonl	hi	अल्बोर्ज़ प्रांत में कुल १४ उपविभाग है।	['अल्', 'बोर्', 'ज़', '▁प्रा', 'ंत▁', 'में▁कुल▁', '१४▁', 'उप', 'विभाग▁', 'है।', '</s>']	[15.466005325317383, 23.67827796936035, 22.894800186157227, 19.58806800842285, 21.834739685058594, 15.598772048950195, 14.768016815185547, 18.70311737060547, 21.794010162353516, 16.356075286865234, 18.866348266601562]
325.0	https://sv.wikipedia.org/wiki/8_juli	8 juli	https://hi.wikipedia.org/wiki/%E0%A5%AE_%E0%A4%9C%E0%A5%81%E0%A4%B2%E0%A4%BE%E0%A4%88	अमेरिका में वायु सेना में पहली महिला को कब नियुक्त किया गया था ?	nickmalhotra/ProjectIndus	hindi-ProjectIndus.k75_p0.90_t0.2.jsonl	hi	१९३९ में अमेरिकी वायु सेना में पहली महिला लेफ्टिनेंट कर्नल बनीं।	['१९', '३', '९▁में▁', 'अमेरिकी▁', 'वायु', '▁सेना▁में▁', 'पहली▁', 'महिला▁', 'लेफ्टिने', 'ंट', '▁कर्', 'नल▁', 'बनी', 'ं।', '</s>']	[11.007986068725586, 15.403044700622559, 19.821510314941406, 12.021245002746582, 18.291702270507812, 24.577375411987305, 17.876907348632812, 17.779020309448242, 13.858601570129395, 23.75454330444336, 17.285585403442383, 21.37041473388672, 13.35705852508545, 18.01736831665039, 17.77692985534668]
525.0	https://hi.wikipedia.org/wiki/%E0%A4%97%E0%A5%81%E0%A4%87%E0%A4%B2%E0%A5%87%E0%A4%A8-%E0%A4%AC%E0%A5%88%E0%A4%B0%E0%A5%87_%E0%A4%B8%E0%A4%BF%E0%A4%82%E0%A4%A1%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%AE_(%E0%A4%9C%E0%A5%80%E0%A4%AC%E0%A5%80%E0%A4%8F%E0%A4%B8)	गुइलेन-बैरे सिंड्रोम (जीबीएस)	https://hi.wikipedia.org/wiki/%E0%A4%97%E0%A5%81%E0%A4%87%E0%A4%B2%E0%A5%87%E0%A4%A8-%E0%A4%AC%E0%A5%88%E0%A4%B0%E0%A5%87_%E0%A4%B8%E0%A4%BF%E0%A4%82%E0%A4%A1%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%AE_(%E0%A4%9C%E0%A5%80%E0%A4%AC%E0%A5%80%E0%A4%8F%E0%A4%B8)	जीबी  सिंड्रोम का पूरा नाम क्या है ?	sarvamai/OpenHathi-7B-Hi-v0.1-Base	hindi-OpenHathi-7B-Hi-v0.1-Base.k75_p0.95_t0.1.jsonl	hi	जीबी  सिंड्रोम का पूरा नाम क्या है ? Answer: --- जी. बी. सिंड्रोम एक ब्रिटिश कार है। It is a sports car that was made by the British company Jaguar from 1966 to 2008. यह एक बहुत ही खास कार थी क्योंकि यह बहुत तेज थी और इसमें बहुत सारे शानदार इंजन थे।	['Answer', ':', '<0x0A>', '---', '<0x0A>', 'जी', '.', '▁बी', '.', '▁सिं', 'ड्र', 'ो', 'म', '▁एक', '▁ब्रिटिश', '▁कार', '▁है', '।', '▁It', '▁is', '▁a', '▁sports', '▁car', '▁that', '▁was', '▁made', '▁by', '▁the', '▁British', '▁company', '▁J', 'agu', 'ar', '▁from', '▁', '1', '9', '6', '6', '▁to', '▁', '2', '0', '0', '8', '.', '▁यह', '▁एक', '▁बहुत', '▁ही', '▁खास', '▁कार', '▁थी', '▁क्योंकि', '▁यह', '▁बहुत', '▁तेज', '▁थी', '▁और', '▁इसमें', '▁बहुत', '▁सारे', '▁शानदार', '▁इंजन', '▁थे', '।', '</s>']	[14.60244369506836, 21.583904266357422, 21.14715003967285, 22.67056655883789, 29.362659454345703, 14.187954902648926, 16.706464767456055, 21.937063217163086, 19.43532943725586, 15.189800262451172, 20.101930618286133, 19.728452682495117, 21.561491012573242, 12.50304889678955, 12.322930335998535, 11.856040000915527, 17.85752296447754, 19.42913818359375, 18.756357192993164, 20.064577102661133, 19.103647232055664, 16.126285552978516, 22.584299087524414, 19.629928588867188, 19.009737014770508, 21.523914337158203, 28.160106658935547, 18.754165649414062, 17.781017303466797, 19.73468017578125, 17.34149932861328, 24.824670791625977, 30.69104766845703, 17.945722579956055, 24.165712356567383, 23.835344314575195, 24.92170524597168, 22.286746978759766, 21.4537353515625, 27.751361846923828, 26.587966918945312, 22.46426773071289, 24.89061737060547, 20.699682235717773, 20.535476684570312, 23.574657440185547, 13.96843147277832, 14.52775764465332, 14.318962097167969, 18.41808319091797, 16.9119930267334, 18.186063766479492, 18.126789093017578, 19.869192123413086, 17.051807403564453, 14.635160446166992, 17.543943405151367, 18.355913162231445, 21.614049911499023, 15.12125015258789, 16.254819869995117, 15.828653335571289, 15.621752738952637, 15.338977813720703, 19.792566299438477, 21.628822326660156, 17.597997665405273]
537.0	https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A4%AE%E0%A4%B0%E0%A5%82%E0%A4%AA%E0%A4%A4%E0%A4%BE	समरूपता	https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A4%AE%E0%A4%B0%E0%A5%82%E0%A4%AA%E0%A4%A4%E0%A4%BE	दो दीर्घवृत्तों के समान होने की शर्त क्या है?	nickmalhotra/ProjectIndus	hindi-ProjectIndus.k50_p0.90_t0.1.jsonl	hi	दो दीर्घवृत्तों के समान होने की शर्तें: १. दोनों दीर्घवृत्तों के बीच का अंतर = २ + २ = ४।	['दो▁', 'दीर्घ', 'वृत्', 'तों▁के▁', 'समान▁', 'होने▁की▁', 'शर्त', 'ें', ':▁', '१.▁', 'दोनों▁', 'दीर्घ', 'वृत्', 'तों▁के▁', 'बीच', '▁का▁', 'अंतर▁', '=▁', '२▁', '+▁', '२▁', '=▁', '४', '।', '</s>']	[13.402586936950684, 19.707916259765625, 24.40326499938965, 22.5383243560791, 17.505985260009766, 19.14820671081543, 17.997394561767578, 11.850532531738281, 13.798022270202637, 11.483448028564453, 12.024723052978516, 15.351313591003418, 20.7479190826416, 20.275882720947266, 13.210525512695312, 17.71961212158203, 16.520910263061523, 12.518255233764648, 12.096161842346191, 13.099719047546387, 16.377552032470703, 16.43628692626953, 16.041244506835938, 13.822127342224121, 18.15045738220215]
540.0	https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%B9%E0%A4%BF%E0%A4%B2%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE	स्वाहिली भाषा	https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%B9%E0%A4%BF%E0%A4%B2%E0%A5%80_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE	स्वाहिली में सबसे पुराने लिखित मूल पत्र अब किस देश के  अभिलेखागार में संरक्षित रखे हुए है ?	nickmalhotra/ProjectIndus	hindi-ProjectIndus.k50_p0.95_t0.3.jsonl	hi	स्वाहिली में सबसे पुराने लिखित मूल पत्र अब संयुक्त राज्य अमेरिका के अभिलेखागार में संरक्षित रखे हुए है।	['स्वा', 'हि', 'ली▁में▁', 'सबसे▁', 'पुराने▁', 'लिखित▁', 'मूल', '▁पत्र▁', 'अब', '▁संयुक्त▁', 'राज्य▁', 'अमेरिका▁के▁', 'अभि', 'लेखा', 'गार▁', 'में▁', 'सं', 'रक्षित▁', 'रखे▁', 'हुए▁', 'है।', '</s>']	[14.006244659423828, 20.659624099731445, 21.3851375579834, 16.780059814453125, 22.31926918029785, 20.505199432373047, 17.801753997802734, 21.078645706176758, 13.584572792053223, 14.65116024017334, 18.637453079223633, 18.72966766357422, 14.053178787231445, 23.75690269470215, 23.323623657226562, 17.693634033203125, 16.965744018554688, 22.738563537597656, 15.645328521728516, 17.46963882446289, 16.621707916259766, 18.332809448242188]
542.0	https://hi.wikipedia.org/wiki/%E0%A4%A4%E0%A5%81%E0%A4%B5%E0%A4%BE%E0%A4%B2%E0%A5%82	तुवालू	https://hi.wikipedia.org/wiki/%E0%A4%A4%E0%A5%81%E0%A4%B5%E0%A4%BE%E0%A4%B2%E0%A5%82	 दुनिया का तीसरा सबसे कम जनसंख्या वाला संप्रभु देश का नाम क्या है ?	sarvamai/OpenHathi-7B-Hi-v0.1-Base	hindi-OpenHathi-7B-Hi-v0.1-Base.k75_p0.95_t0.1.jsonl	hi	" दुनिया का तीसरा सबसे कम जनसंख्या वाला संप्रभु देश का नाम क्या है ?	Answer: --- दुनिया का तीसरा सबसे छोटा संनिधान देश मोनाको है।"	['Answer', ':', '<0x0A>', '---', '<0x0A>', 'दुनिया', '▁का', '▁तीसरा', '▁सबसे', '▁छोटा', '▁सं', 'नि', 'धान', '▁देश', '▁मो', 'ना', 'को', '▁है', '।', '</s>']	[14.70174503326416, 21.682294845581055, 20.245948791503906, 23.764232635498047, 28.250579833984375, 14.615870475769043, 20.14469337463379, 20.69952964782715, 24.84007453918457, 19.43157196044922, 19.330196380615234, 16.412559509277344, 14.584535598754883, 13.497962951660156, 12.63939094543457, 17.086807250976562, 18.342252731323242, 17.577396392822266, 19.793888092041016, 18.166259765625]
544.0	https://hi.wikipedia.org/wiki/%E0%A4%A8%E0%A5%82%E0%A4%A4%E0%A4%A8	नूतन	https://hi.wikipedia.org/wiki/%E0%A4%A8%E0%A5%82%E0%A4%A4%E0%A4%A8	प्रसिद्ध अभिनेत्री नूतन को  पद्म श्री से सम्मानित किस वर्ष में किया गया था ?	nickmalhotra/ProjectIndus	hindi-ProjectIndus-annotation.k50_p0.90_t0.1.jsonl	hi	नूतन को १९९१ में पद्म श्री से सम्मानित किया गया था।	['नू', 'त', 'न▁को▁', '१९९', '१▁में▁', 'पद्', 'म▁', 'श्री▁', 'से▁सम्मानित', '▁किया▁गया▁था।', '</s>']	[6.623385429382324, 7.842105388641357, -1.3141239881515503, 7.184609889984131, 0.34079405665397644, 6.032870292663574, 2.6290078163146973, 7.680871963500977, 2.9959206581115723, -0.6737266182899475, 12.470970153808594]
